TPR,FPR,FDR
0.5,0.004115226,0.5
0.9,0,0
1,0,0
0.9,0.000823045,0.1
0.9,0.000823045,0.1
0.6,0,0
1,0,0
1,0.000823045,0.090909091
0.9,0.000823045,0.1
0.8,0.000823045,0.111111111
0.9,0,0
0.8,0,0
1,0,0
0.9,0.010699588,0.590909091
0.9,0,0
0.7,0.001646091,0.222222222
1,0.003292181,0.285714286
0.7,0,0
0.9,0,0
0.8,0.011522634,0.636363636
0.9,0,0
0.6,0.000823045,0.142857143
0.9,0.000823045,0.1
0.8,0,0
1,0.001646091,0.166666667
0.9,0.002469136,0.25
0.9,0,0
0.9,0.000823045,0.1
1,0.001646091,0.166666667
0.9,0,0
0.7,0,0
0.8,0,0
0.9,0,0
1,0.000823045,0.090909091
0.8,0,0
1,0.000823045,0.090909091
0.7,0,0
0.7,0,0
0.9,0,0
1,0,0
0.8,0,0
1,0,0
1,0,0
1,0.000823045,0.090909091
0.9,0.002469136,0.25
1,0.973662551,0.99161777
0.9,0,0
1,0,0
0.9,0,0
0.7,0.000823045,0.125
1,0.931687243,0.991243433
0.9,0.001646091,0.181818182
1,0,0
1,0.000823045,0.090909091
1,0.002469136,0.230769231
0.9,0,0
0.9,0,0
0.9,0.000823045,0.1
0.9,0.001646091,0.181818182
0.9,0.000823045,0.1
0.9,0,0
1,0,0
0.8,0.000823045,0.111111111
0.7,0,0
0.9,0,0
0.7,0.000823045,0.125
1,0.000823045,0.090909091
1,0,0
0.8,0,0
1,0.002469136,0.230769231
0.9,0,0
0.9,0,0
0.95,0,0
0.975,0.000100705,0.048780488
0.95,0,0
0.8,0,0
0.975,0.000100705,0.048780488
0.9,0,0
0.85,0,0
0.9,0.000100705,0.052631579
0.875,0,0
0.975,0,0
0.9,0,0
0.975,0,0
1,0,0
0.975,0,0
0.975,0,0
0.85,0,0
0.975,0,0
0.975,5.04E-05,0.025
0.975,0,0
1,0,0
0.95,0.000100705,0.05
0.9,0,0
0.95,0,0
0.95,5.04E-05,0.025641026
0.95,0,0
0.9,5.04E-05,0.027027027
0.9,0,0
0.9,0,0
0.8,0,0
0.85,0,0
0.95,0,0
1,5.04E-05,0.024390244
0.925,0.000151057,0.075
0.95,0,0
0.975,0,0
0.925,0,0
0.95,0,0
0.9,0,0
0.875,0,0
0.9,0,0
1,0,0
0.9,0,0
0.925,0,0
0.925,0,0
0.95,0,0
0.875,0,0
1,0,0
0.875,0,0
0.925,0,0
0.85,0,0
0.85,0,0
0.975,0,0
0.85,0,0
1,0,0
0.925,0,0
0.925,0,0
0.875,0,0
0.925,0,0
0.925,0,0
0.875,0,0
0.9,0,0
0.95,0,0
0.95,0,0
0.975,0,0
0.95,0,0
0.925,0,0
0.975,0,0
0.9,0,0
0.95,5.04E-05,0.025641026
0.875,0,0
0.95,0,0
0.875,0,0
0.925,0,0
1,0,0
1,5.04E-05,0.024390244
0.95,0,0
0.95,0.000100705,0.05
0.925,0,0
0.925,5.04E-05,0.026315789
0.925,5.04E-05,0.026315789
0.975,0,0
0.85,0,0
0.9,0,0
0.925,0,0
0.95,0.000100705,0.05
0.975,0,0
0.975,0,0
0.95,0,0
0.95,0,0
0.925,0,0
0.975,0.000100705,0.048780488
0.925,0,0
0.85,5.04E-05,0.028571429
0.9,0,0
0.975,0,0
0.925,0,0
0.975,0,0
0.975,0,0
0.975,0,0
0.975,5.04E-05,0.025
0.95,0,0
0.85,5.04E-05,0.028571429
0.95,0,0
0.85,0,0
0.9,0,0
0.9,5.04E-05,0.027027027
0.825,0,0
0.85,0,0
0.9,5.04E-05,0.027027027
0.95,0,0
0.95,0,0
0.95,0,0
1,0,0
1,0,0
0.95,0,0
0.825,0,0
0.95,0,0
0.925,0,0
0.95,0,0
0.95,0,0
0.9,0,0
0.825,0,0
0.95,0,0
0.95,5.04E-05,0.025641026
0.975,0,0
0.9,5.04E-05,0.027027027
0.825,0,0
0.9,0,0
0.8,0,0
0.8,0,0
0.9,0,0
1,5.04E-05,0.024390244
0.9,0.000100705,0.052631579
0.925,0,0
0.95,0,0
0.85,0,0
0.975,0,0
0.85,0,0
0.85,0,0
0.825,0,0
0.95,0,0
0.9,0,0
0.875,0,0
0.95,0,0
0.925,0,0
0.95,0.000100705,0.05
0.95,0,0
0.875,0,0
0.9,0,0
0.875,0,0
0.85,0,0
0.975,0,0
0.85,0,0
0.925,0,0
0.9,0,0
0.9,0,0
0.925,0,0
0.925,0,0
0.9,0,0
0.85,0,0
0.875,0,0
0.95,0,0
0.9,0,0
1,0,0
0.925,0,0
0.8,0,0
0.975,0,0
0.85,0,0
0.9,5.04E-05,0.027027027
0.85,0,0
0.925,5.04E-05,0.026315789
0.975,0,0
0.8,0,0
0.975,0,0
0.95,5.04E-05,0.025641026
0.95,0,0
0.925,0,0
0.925,0,0
0.875,5.04E-05,0.027777778
0.875,5.04E-05,0.027777778
0.975,0,0
0.875,0,0
0.9,5.04E-05,0.027027027
0.95,0,0
0.95,0.000100705,0.05
0.925,0,0
0.925,0,0
0.95,0,0
0.9,0,0
0.925,0,0
0.9,5.04E-05,0.027027027
0.9,0,0
0.8,5.04E-05,0.03030303
0.9,0,0
1,0,0
0.925,0,0
0.925,0,0
0.9,0,0
0.975,0,0
0.975,5.04E-05,0.025
0.925,0,0
0.85,0,0
0.925,0,0
0.725,0,0
0.9,0,0
0.85,0,0
0.85,0,0
0.8,5.04E-05,0.03030303
0.85,0.000100705,0.055555556
0.925,0,0
0.925,5.04E-05,0.026315789
1,0,0
0.95,0,0
0.975,0,0
0.825,0,0
0.75,0,0
0.95,0,0
0.975,5.04E-05,0.025
0.95,0,0
0.875,0,0
0.875,5.04E-05,0.027777778
0.875,5.04E-05,0.027777778
0.975,0,0
0.9,0.00020141,0.1
0.975,0,0
0.875,0.000100705,0.054054054
0.8,0,0
0.85,0,0
0.825,0,0
0.775,0,0
0.825,0,0
1,5.04E-05,0.024390244
0.85,0.000151057,0.081081081
0.875,0,0
0.95,0,0
0.85,0,0
0.975,0,0
0.85,0,0
0.85,5.04E-05,0.028571429
0.775,0,0
0.9,5.04E-05,0.027027027
0.825,0,0
0.925,0,0
0.95,0,0
0.875,0,0
0.825,5.04E-05,0.029411765
0.825,0,0
0.8,0,0
0.775,0,0
0.85,0,0
0.8,0,0
0.95,0,0
0.825,0,0
0.925,0,0
0.875,5.04E-05,0.027777778
0.8,0,0
0.925,0.000100705,0.051282051
0.875,0,0
0.775,0,0
0.8,0,0
0.825,0,0
0.925,0,0
0.875,0,0
0.9,0,0
0.925,5.04E-05,0.026315789
0.775,5.04E-05,0.03125
0.95,0,0
0.825,0,0
0.85,0,0
0.8,0,0
0.925,5.04E-05,0.026315789
0.95,0,0
0.85,0,0
0.9,0,0
0.975,0.000100705,0.048780488
0.875,0,0
0.9,5.04E-05,0.027027027
0.925,0,0
0.875,5.04E-05,0.027777778
0.825,0,0
0.95,0,0
0.875,0,0
0.8,5.04E-05,0.03030303
0.95,0,0
0.95,0.000100705,0.05
0.825,0,0
0.925,0,0
0.875,0,0
0.825,0,0
0.875,0,0
0.9,5.04E-05,0.027027027
0.9,0,0
0.625,5.04E-05,0.038461538
0.875,0.00020141,0.102564103
0.925,0,0
0.875,0,0
0.95,0,0
0.9,0,0
0.95,0,0
0.85,0,0
0.9,5.04E-05,0.027027027
0.825,0,0
0.775,0,0
0.675,0,0
0.825,5.04E-05,0.029411765
0.8,0,0
0.775,0,0
0.8,0,0
0.85,0.000100705,0.055555556
0.9,0,0
0.85,0,0
0.825,0,0
0.85,0,0
0.95,0,0
0.8,0,0
0.75,0,0
0.825,0,0
0.8,5.04E-05,0.03030303
0.875,5.04E-05,0.027777778
0.85,0,0
0.775,0,0
0.825,0,0
0.875,0,0
0.9,0.000100705,0.052631579
0.95,0,0
0.85,0,0
0.775,0.000352467,0.184210526
0.825,5.04E-05,0.029411765
0.8,0,0
0.7,0,0
0.8,0,0
0.95,0,0
0.7,0,0
0.825,0,0
0.825,5.04E-05,0.029411765
0.875,5.04E-05,0.027777778
0.95,0,0
0.8,0,0
0.875,0.000100705,0.054054054
0.825,5.04E-05,0.029411765
0.9,0,0
0.775,0,0
0.875,0,0
0.925,0,0
0.85,0,0
0.775,0,0
0.85,0,0
0.8,0,0
0.825,0,0
0.825,0,0
0.675,0,0
0.85,0,0
0.775,0,0
0.65,0,0
0.625,0.000100705,0.074074074
0.625,0,0
0.825,0,0
0.875,0.000100705,0.054054054
0.7,0,0
0.8,0,0
0.6,0,0
0.75,5.04E-05,0.032258065
0.825,5.04E-05,0.029411765
0.825,0,0
0.8,0,0
0.7,5.04E-05,0.034482759
0.975,0,0
0.825,0,0
0.875,0,0
0.85,5.04E-05,0.028571429
0.9,5.04E-05,0.027027027
0.9,0,0
0.65,0,0
0.975,0.000151057,0.071428571
0.85,0,0
0.85,0,0
0.85,0,0
0.875,5.04E-05,0.027777778
0.825,0,0
0.85,0,0
0.9,0,0
0.775,0,0
0.65,0,0
0.925,5.04E-05,0.026315789
0.9,5.04E-05,0.027027027
0.875,0,0
0.875,0,0
0.85,0,0
0.675,5.04E-05,0.035714286
0.825,0,0
0.6,0,0
0.9,0,0
0.475,5.04E-05,0.05
0.85,0.000100705,0.055555556
0.875,0,0
0.825,0,0
0.9,0,0
0.875,0,0
0.9,5.04E-05,0.027027027
0.85,0.000100705,0.055555556
0.89,0,0
0.95,0,0
0.92,1.60E-05,0.021276596
0.87,0,0
0.93,0,0
0.91,0,0
0.88,0,0
0.91,0,0
0.94,8.02E-06,0.010526316
0.92,0,0
0.95,0,0
0.95,0,0
0.9,0,0
0.92,8.02E-06,0.010752688
0.92,0,0
0.89,0,0
0.88,0,0
0.9,0,0
0.96,8.02E-06,0.010309278
0.89,0,0
0.9,0,0
0.9,0,0
0.93,0,0
0.93,0,0
0.9,0,0
0.91,0,0
0.95,0,0
0.89,8.02E-06,0.011111111
0.93,0,0
0.91,8.02E-06,0.010869565
0.91,0,0
0.9,0,0
0.93,8.02E-06,0.010638298
0.95,0,0
0.92,0,0
0.86,0,0
0.87,0,0
0.94,0,0
0.95,0,0
0.92,8.02E-06,0.010752688
0.92,8.02E-06,0.010752688
0.94,0,0
0.92,0,0
0.91,0,0
0.89,0,0
0.93,0,0
0.92,0,0
0.98,8.02E-06,0.01010101
0.91,8.02E-06,0.010869565
0.89,0,0
0.93,0,0
0.93,0,0
0.96,0,0
0.89,1.60E-05,0.021978022
0.93,0,0
0.91,0,0
0.89,0,0
0.94,8.02E-06,0.010526316
0.93,8.02E-06,0.010638298
0.97,0,0
0.88,0,0
0.91,0,0
0.94,0,0
0.89,0,0
0.93,8.02E-06,0.010638298
0.86,0,0
0.92,2.41E-05,0.031578947
0.94,8.02E-06,0.010526316
0.88,0,0
0.87,0,0
0.91,0,0
0.91,0,0
0.9,0,0
0.94,0,0
0.93,0,0
0.94,0,0
0.89,0,0
0.88,0,0
0.95,8.02E-06,0.010416667
0.93,0,0
0.92,8.02E-06,0.010752688
0.91,8.02E-06,0.010869565
0.93,8.02E-06,0.010638298
0.89,0,0
0.95,0,0
0.98,0,0
0.91,0,0
0.95,8.02E-06,0.010416667
0.9,0,0
0.96,8.02E-06,0.010309278
0.89,8.02E-06,0.011111111
0.93,8.02E-06,0.010638298
0.92,0,0
0.91,0,0
0.87,0,0
0.91,0,0
0.87,8.02E-06,0.011363636
0.89,0,0
0.89,0,0
0.91,0,0
0.84,0,0
0.87,0,0
0.88,0,0
0.85,0,0
0.9,8.02E-06,0.010989011
0.88,0,0
0.83,0,0
0.88,0,0
0.89,0,0
0.81,0,0
0.93,8.02E-06,0.010638298
0.91,0,0
0.91,0,0
0.95,1.60E-05,0.020618557
0.9,0,0
0.81,0,0
0.82,0,0
0.84,0,0
0.89,8.02E-06,0.011111111
0.87,8.02E-06,0.011363636
0.84,0,0
0.91,8.02E-06,0.010869565
0.88,0,0
0.86,0,0
0.81,0,0
0.84,0,0
0.86,0,0
0.86,8.02E-06,0.011494253
0.85,0,0
0.87,0,0
0.84,0,0
0.91,0,0
0.93,8.02E-06,0.010638298
0.94,8.02E-06,0.010526316
0.87,0,0
0.86,1.60E-05,0.022727273
0.83,0,0
0.89,0,0
0.91,0,0
0.82,0,0
0.93,8.02E-06,0.010638298
0.87,1.60E-05,0.02247191
0.86,0,0
0.81,0,0
0.83,0,0
0.84,0,0
0.86,0,0
0.95,0,0
0.91,0,0
0.86,8.02E-06,0.011494253
0.95,0,0
0.87,0,0
0.92,0,0
0.85,1.60E-05,0.022988506
0.89,0,0
0.88,0,0
0.84,0,0
0.94,1.60E-05,0.020833333
0.9,8.02E-06,0.010989011
0.97,8.02E-06,0.010204082
0.85,0,0
0.84,0,0
0.93,0,0
0.89,0,0
0.89,8.02E-06,0.011111111
0.85,0,0
0.85,8.02E-06,0.011627907
0.88,1.60E-05,0.022222222
0.86,0,0
0.82,8.02E-06,0.012048193
0.86,0,0
0.94,8.02E-06,0.010526316
0.84,0,0
0.9,0,0
0.9,2.41E-05,0.032258065
0.91,0,0
0.86,0,0
0.86,0,0
0.88,8.02E-06,0.011235955
0.91,0,0
0.89,8.02E-06,0.011111111
0.83,0,0
0.89,0,0
0.87,0,0
0.94,0,0
0.95,0,0
0.86,0,0
0.87,8.02E-06,0.011363636
0.85,0,0
0.92,0,0
0.85,0,0
0.87,0,0
0.84,0,0
0.9,0,0
0.82,0,0
0.87,8.02E-06,0.011363636
0.9,2.41E-05,0.032258065
0.9,8.02E-06,0.010989011
0.85,8.02E-06,0.011627907
0.87,0,0
0.8,0,0
0.81,0,0
0.86,1.60E-05,0.022727273
0.82,8.02E-06,0.012048193
0.93,2.41E-05,0.03125
0.86,0,0
0.83,0,0
0.91,8.02E-06,0.010869565
0.82,0,0
0.84,0,0
0.88,8.02E-06,0.011235955
0.91,0,0
0.89,8.02E-06,0.011111111
0.88,1.60E-05,0.022222222
0.89,0,0
0.82,0,0
0.82,0,0
0.85,1.60E-05,0.022988506
0.79,0,0
0.84,0,0
0.81,0,0
0.89,8.02E-06,0.011111111
0.89,0,0
0.9,0,0
0.85,0,0
0.82,0,0
0.86,0,0
0.77,8.02E-06,0.012820513
0.82,8.02E-06,0.012048193
0.89,8.02E-06,0.011111111
0.82,0,0
0.89,0,0
0.92,8.02E-06,0.010752688
0.81,0,0
0.84,0,0
0.82,8.02E-06,0.012048193
0.74,0,0
0.86,0,0
0.85,0,0
0.92,3.21E-05,0.041666667
0.9,8.02E-06,0.010989011
0.88,8.02E-06,0.011235955
0.78,0,0
0.78,8.02E-06,0.012658228
0.73,0,0
0.86,0,0
0.83,0,0
0.85,0,0
0.91,1.60E-05,0.021505376
0.87,8.02E-06,0.011363636
0.82,0,0
0.85,0,0
0.88,0,0
0.84,1.60E-05,0.023255814
0.85,0,0
0.84,0,0
0.81,0,0
0.85,8.02E-06,0.011627907
0.8,0,0
0.92,8.02E-06,0.010752688
0.8,0,0
0.87,0,0
0.86,0,0
0.9,0,0
0.83,0,0
0.83,0,0
0.83,1.60E-05,0.023529412
0.87,8.02E-06,0.011363636
0.79,0,0
0.77,0,0
0.75,0,0
0.87,2.41E-05,0.033333333
0.78,0,0
0.84,0,0
0.83,0,0
0.88,8.02E-06,0.011235955
0.79,0,0
0.84,8.02E-06,0.011764706
0.91,0,0
0.86,0,0
0.84,1.60E-05,0.023255814
0.85,0,0
0.87,0,0
0.88,0,0
0.87,0,0
0.91,0,0
0.86,8.02E-06,0.011494253
0.77,8.02E-06,0.012820513
0.78,0,0
0.84,0,0
0.85,8.02E-06,0.011627907
0.85,0,0
0.87,0,0
0.87,0,0
0.8,0,0
0.77,8.02E-06,0.012820513
0.83,1.60E-05,0.023529412
0.86,0,0
0.88,1.60E-05,0.022222222
0.83,0,0
0.79,1.60E-05,0.024691358
0.74,0,0
0.85,8.02E-06,0.011627907
0.78,8.02E-06,0.012658228
0.85,1.60E-05,0.022988506
0.82,0,0
0.74,0,0
0.86,0,0
0.82,8.02E-06,0.012048193
0.86,0,0
0.62,1.60E-05,0.03125
0.83,0,0
0.86,8.02E-06,0.011494253
0.74,1.60E-05,0.026315789
0.87,0,0
0.72,0,0
0.78,8.02E-06,0.012658228
0.8,8.02E-06,0.012345679
0.83,8.02E-06,0.011904762
0.81,0,0
0.8,0,0
0.86,0,0
0.86,0,0
0.74,8.02E-06,0.013333333
0.82,0,0
0.77,0,0
0.7,8.02E-06,0.014084507
0.75,0,0
0.83,2.41E-05,0.034883721
0.83,3.21E-05,0.045977011
0.81,2.41E-05,0.035714286
0.79,0,0
0.81,1.60E-05,0.024096386
0.77,8.02E-06,0.012820513
0.84,1.60E-05,0.023255814
0.71,8.02E-06,0.013888889
0.77,8.02E-06,0.012820513
0.84,0,0
0.69,0,0
0.82,2.41E-05,0.035294118
0.79,8.02E-06,0.0125
0.81,8.02E-06,0.012195122
0.77,0,0
0.74,0,0
0.7,8.02E-06,0.014084507
0.82,0,0
0.79,8.02E-06,0.0125
0.9,1.60E-05,0.02173913
0.79,8.02E-06,0.0125
0.75,8.02E-06,0.013157895
0.79,0,0
0.79,8.02E-06,0.0125
0.86,0,0
0.77,0,0
0.78,0,0
0.8,0,0
0.82,0,0
0.78,3.21E-05,0.048780488
0.82,0,0
0.81,8.02E-06,0.012195122
0.7,8.02E-06,0.014084507
0.79,0,0
0.85,8.02E-06,0.011627907
0.8,0,0
0.78,8.02E-06,0.012658228
0.71,8.02E-06,0.013888889
0.84,2.41E-05,0.034482759
0.74,8.02E-06,0.013333333
0.72,0,0
0.68,0,0
0.68,0,0
0.87,8.02E-06,0.011363636
0.56,0,0
0.79,0,0
0.77,8.02E-06,0.012820513
0.79,0,0
0.77,8.02E-06,0.012820513
0.76,0,0
0.82,8.02E-06,0.012048193
0.79,0,0
0.69,0,0
0.8,0,0
0.83,0,0
0.79,0,0
0.83,0,0
0.81,8.02E-06,0.012195122
0.72,0,0
0.67,0,0
0.78,1.60E-05,0.025
0.8,0,0
0.77,1.60E-05,0.025316456
0.79,0,0
0.79,0,0
0.84,0,0
0.67,0,0
0.77,8.02E-06,0.012820513
0.79,8.02E-06,0.0125
0.75,0,0
0.77,0,0
0.78,0,0
